#   name_b      |    RA_b      |    DEC_b     |     spec-id     |    name_f       |    RA_f      |    DEC_f     |    spec-id      |   zb   |   zf   | theta |  R_com   |  S/N  |   gUV   |   ib  |  J2Mb |  H2Mb |  K2Mb | JABb  |  HABb |  KABb |   if  |  J2Mf |  H2Mf |  K2Mf | JABf  | HABf  |  KABf |   tel_b     |        tel_f
 APOJ1613+1616A | 16:13:19.078 | +16:16:36.19 |                 | BOSSJ1613+1615B | 16:13:45.174 | +16:15:47.48 | 4072-0064-55362 |  2.762 |  2.474 | 378.9 | 11073.61 | -1.00 |      0. | 20.76 |  0.00 |  0.00 |  0.00 | 20.30 | 20.41 | 20.34 | 20.09 |  0.00 |  0.00 |  0.00 | 19.64 | 19.59 | 19.21 | GMOS-DLA,APO | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1613+5441A | 16:13:23.933 | +54:41:25.55 | 7564-0920-56804 | BOSSJ1613+5446B | 16:13:01.681 | +54:46:09.82 | 7563-0730-56810 |  5.924 |  5.420 | 343.4 | 13943.77 | -1.00 |      3. | 21.78 |  0.00 |  0.00 |  0.00 | 21.48 | 21.32 | 21.09 | 21.76 |  0.00 |  0.00 |  0.00 | 21.68 | 21.47 | 21.33 | BOSS | BOSS
BOSSJ1613+5441A | 16:13:23.933 | +54:41:25.55 | 7564-0920-56804 | BOSSJ1613+5435B | 16:13:15.260 | +54:35:41.14 | 7564-0884-56804 |  5.924 |  5.722 | 352.5 | 14568.63 | -1.00 |     10. | 21.78 |  0.00 |  0.00 |  0.00 | 21.48 | 21.32 | 21.09 | 21.31 |  0.00 |  0.00 |  0.00 | 21.11 | 20.95 | 20.73 | BOSS | BOSS
BOSSJ1613+0547A | 16:13:36.817 | +05:47:01.77 | 4895-0066-55708 | BOSSJ1613+0540B | 16:13:03.090 | +05:40:45.84 | 4895-0090-55708 |  2.486 |  2.243 | 628.2 | 17434.06 | -1.00 |      0. | 18.99 |  0.00 |  0.00 |  0.00 | 18.54 | 18.48 | 18.11 | 19.97 |  0.00 |  0.00 |  0.00 | 19.67 | 19.53 | 19.10 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSVCVALLBOSS
BOSSJ1613+1615A | 16:13:45.174 | +16:15:47.48 | 4072-0064-55362 | BOSSJ1614+1613B | 16:14:08.986 | +16:13:23.02 | 4072-0023-55362 |  2.474 |  2.318 | 372.1 | 10511.13 | -1.00 |      0. | 20.09 |  0.00 |  0.00 |  0.00 | 19.64 | 19.59 | 19.21 | 19.89 |  0.00 |  0.00 |  0.00 | 19.53 | 19.41 | 19.01 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ1613+2537A | 16:13:47.724 | +25:37:31.27 | 4727-0780-55693 | BOSSJ1613+2539B | 16:13:17.746 | +25:39:02.25 | 4727-0726-55693 |  4.094 |  4.018 | 415.4 | 15131.20 | -1.00 |      1. | 21.84 |  0.00 |  0.00 |  0.00 | 21.41 | 21.24 | 21.32 | 21.01 |  0.00 |  0.00 |  0.00 | 20.57 | 20.41 | 20.49 | BOSS | BOSS
BOSSJ1614+1106A | 16:14:04.742 | +11:06:35.18 | 5205-0646-56040 | BOSSJ1614+1103B | 16:14:25.591 | +11:03:40.29 | 5205-0686-56040 |  2.184 |  2.039 | 353.2 | 9299.044 | -1.00 |      2. | 18.65 |  0.00 |  0.00 |  0.00 | 18.37 | 18.21 | 17.79 | 18.87 |  0.00 |  0.00 |  0.00 | 18.67 | 18.56 | 18.45 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
 APOJ1614+2510A | 16:14:08.452 | +25:10:36.77 |                 | BOSSJ1614+2510B | 16:14:07.537 | +25:10:59.00 | 4727-0234-55693 |  3.327 |  3.036 | 25.47 |  822.509 | -1.00 |    509. | 20.38 |  0.00 |  0.00 |  0.00 | 19.77 | 19.86 | 19.72 | 19.95 |  0.00 |  0.00 |  0.00 | 19.43 | 19.52 | 19.45 | LRIS,APO | SDSSBOSSKDEXDQSOZALLBOSS,LRIS,APO
BOSSJ1614+1111A | 16:14:12.326 | +11:11:12.84 | 5205-0681-56040 | BOSSJ1614+1103B | 16:14:25.591 | +11:03:40.29 | 5205-0686-56040 |  2.199 |  2.039 | 492.8 | 12975.16 | -1.00 |      1. | 19.17 |  0.00 |  0.00 |  0.00 | 18.86 | 18.71 | 18.28 | 18.87 |  0.00 |  0.00 |  0.00 | 18.67 | 18.56 | 18.45 | SDSSBOSSXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1614+4949A | 16:14:16.420 | +49:49:56.19 | 6316-0294-56483 | BOSSJ1613+4950B | 16:13:00.169 | +49:50:12.85 | 6316-0336-56483 |  2.348 |  2.115 | 737.9 | 19828.58 | -1.00 |      0. | 19.73 |  0.00 |  0.00 |  0.00 | 19.43 | 19.32 | 18.92 | 20.25 |  0.00 |  0.00 |  0.00 | 20.11 | 19.93 | 19.74 | SDSSBOSSKDEXDQSOZALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1614+5454A | 16:14:23.783 | +54:54:44.98 | 7565-0120-56809 | BOSSJ1614+5449B | 16:14:37.410 | +54:49:25.67 | 7563-0772-56810 |  5.901 |  5.684 | 340.2 | 14031.83 | -1.00 |      6. | 22.81 |  0.00 |  0.00 |  0.00 | 22.52 | 22.37 | 22.13 | 21.74 |  0.00 |  0.00 |  0.00 | 21.57 | 21.40 | 21.19 | BOSS | BOSS
BOSSJ1614+5041A | 16:14:33.886 | +50:41:21.52 | 6316-0774-56483 | BOSSJ1614+5037B | 16:14:43.712 | +50:37:25.86 | 6316-0778-56483 |  2.553 |  2.144 | 253.5 | 6863.566 | -1.00 |      5. | 19.82 |  0.00 |  0.00 |  0.00 | 19.41 | 19.38 | 19.03 | 18.64 |  0.00 |  0.00 |  0.00 | 18.48 | 18.31 | 17.97 | SDSSBOSSXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1614+4611A | 16:14:40.509 | +46:11:34.41 | 6323-0017-56189 | BOSSJ1614+4618B | 16:14:43.540 | +46:18:19.09 | 6029-0522-56099 |  4.140 |  3.931 | 405.9 | 14653.06 | -1.00 |      4. | 21.67 |  0.00 |  0.00 |  0.00 | 21.33 | 21.14 | 21.24 | 19.67 |  0.00 |  0.00 |  0.00 | 19.31 | 19.16 | 19.23 | BOSS | SDSSBOSSKDEVCVALLBOSS
BOSSJ1614+5502A | 16:14:41.167 | +55:02:07.84 | 7563-0759-56810 | BOSSJ1614+5454B | 16:14:23.783 | +54:54:44.98 | 7565-0120-56809 |  5.998 |  5.901 | 467.4 | 19508.33 | -1.00 |      2. | 22.65 |  0.00 |  0.00 |  0.00 | 22.36 | 22.19 | 21.94 | 22.81 |  0.00 |  0.00 |  0.00 | 22.52 | 22.37 | 22.13 | BOSS | BOSS
SDSSJ1614+3447A | 16:14:59.415 | +34:47:56.65 | 1683-0503-53436 | SDSSJ1614+3451B | 16:14:50.867 | +34:51:36.63 | 1683-0506-53436 |  5.908 |  5.556 | 243.8 | 9982.155 | -1.00 |      2. | 24.51 |  0.00 |  0.00 |  0.00 | 24.24 | 24.08 | 23.84 | 24.45 |  0.00 |  0.00 |  0.00 | 24.36 | 24.18 | 24.00 | SDSS | SDSS
BOSSJ1615+2216A | 16:15:01.909 | +22:16:47.35 | 3928-0223-55331 | BOSSJ1615+2221B | 16:15:34.220 | +22:21:25.87 | 3928-0184-55331 |  2.272 |  2.057 | 527.8 | 13962.32 | -1.00 |      0. | 21.41 |  0.00 |  0.00 |  0.00 | 20.92 | 20.79 | 20.38 | 21.94 |  0.00 |  0.00 |  0.00 | 21.63 | 21.51 | 21.40 | BOSS | BOSS
BOSSJ1615+2208A | 16:15:11.934 | +22:08:51.05 | 3928-0216-55331 | BOSSJ1615+2216B | 16:15:01.909 | +22:16:47.35 | 3928-0223-55331 |  2.580 |  2.272 | 496.2 | 13868.54 | -1.00 |      0. | 21.62 |  0.00 |  0.00 |  0.00 | 21.04 | 21.03 | 20.69 | 21.41 |  0.00 |  0.00 |  0.00 | 20.92 | 20.79 | 20.38 | BOSS | BOSS
BOSSJ1615+5603A | 16:15:24.282 | +56:03:55.18 | 6793-0946-56430 | BOSSJ1614+5609B | 16:14:06.240 | +56:09:25.92 | 7565-0875-56809 |  2.470 |  1.959 | 731.7 | 18826.04 | -1.00 |      0. | 21.69 |  0.00 |  0.00 |  0.00 | 21.34 | 21.28 | 20.90 | 21.30 |  0.00 |  0.00 |  0.00 | 21.24 | 21.16 | 21.02 | BOSS | BOSS
BOSSJ1615+1605A | 16:15:42.831 | +16:05:19.62 | 4074-0652-55679 | BOSSJ1616+1556B | 16:16:13.490 | +15:56:58.66 | 4074-0732-55679 |  2.207 |  1.985 | 668.1 | 17319.86 | -1.00 |      0. | 20.27 |  0.00 |  0.00 |  0.00 | 20.00 | 19.85 | 19.42 | 21.97 |  0.00 |  0.00 |  0.00 | 21.84 | 21.75 | 21.61 | SDSSBOSSKDEXDQSOZALLBOSS | BOSS
BOSSJ1615+1534A | 16:15:47.690 | +15:34:35.44 | 4074-0718-55679 | SDSSJ1615+1540B | 16:15:17.049 | +15:40:50.15 | 2201-0222-53904 |  2.411 |  1.965 | 579.9 | 14945.98 | -1.00 |      0. | 18.22 |  0.00 |  0.00 |  0.00 | 17.81 | 17.75 | 17.35 | 19.49 |  0.00 |  0.00 |  0.00 | 19.36 | 19.28 | 19.14 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1615+1534A | 16:15:47.690 | +15:34:35.44 | 4074-0718-55679 | SDSSJ1616+1542B | 16:16:27.227 | +15:42:35.84 | 2188-0089-54595 |  2.411 |  2.087 | 746.2 | 19904.27 | -1.00 |      0. | 18.22 |  0.00 |  0.00 |  0.00 | 17.81 | 17.75 | 17.35 | 19.71 |  0.00 |  0.00 |  0.00 | 19.53 | 19.37 | 19.25 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SEGUE1
SDSSJ1616+4046A | 16:16:11.231 | +40:46:17.95 | 1171-0280-52753 | BOSSJ1615+4042B | 16:15:28.752 | +40:42:29.96 | 5189-0720-56074 |  3.200 |  2.600 | 533.9 | 16003.00 | -1.00 |      0. | 19.88 |  0.00 |  0.00 |  0.00 | 19.42 | 19.54 | 19.41 | 21.85 |  0.00 |  0.00 |  0.00 | 21.47 | 21.47 | 21.18 | SDSS | BOSS
BOSSJ1616+2028A | 16:16:26.014 | +20:28:52.28 | 4057-0352-55357 | SDSSJ1616+2023B | 16:16:35.788 | +20:23:58.73 | 2206-0488-53795 |  2.523 |  2.105 | 324.1 | 8685.462 | -1.00 |      1. | 18.85 |  0.00 |  0.00 |  0.00 | 18.38 | 18.34 | 17.97 | 19.41 |  0.00 |  0.00 |  0.00 | 19.22 | 19.04 | 18.89 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1617+5556A | 16:17:24.047 | +55:56:10.88 | 7565-0959-56809 | BOSSJ1618+5604B | 16:18:00.538 | +56:04:16.89 | 7565-0957-56809 |  3.090 |  2.797 | 574.3 | 17846.86 | -1.00 |      0. | 21.16 |  0.00 |  0.00 |  0.00 | 20.75 | 20.83 | 20.77 | 21.69 |  0.00 |  0.00 |  0.00 | 21.32 | 21.44 | 21.37 | BOSS | BOSS
BOSSJ1617+1914A | 16:17:29.118 | +19:14:53.59 | 4069-0941-55365 | SDSSJ1617+1921B | 16:17:21.299 | +19:21:41.57 | 2206-0060-53795 |  2.218 |  1.928 | 422.7 | 10777.12 | -1.00 |      0. | 18.00 | 17.69 | 17.76 | 17.47 | 17.71 | 17.57 | 17.14 | 19.95 |  0.00 |  0.00 |  0.00 | 19.82 | 19.74 | 19.61 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZ
SDSSJ1617+2022A | 16:17:49.544 | +20:22:28.28 | 2206-0607-53795 | BOSSJ1617+2013B | 16:17:35.577 | +20:13:42.25 | 4057-0264-55357 |  2.843 |  2.331 | 561.5 | 15910.24 | -1.00 |      0. | 19.12 |  0.00 |  0.00 |  0.00 | 18.65 | 18.76 | 18.69 | 20.35 |  0.00 |  0.00 |  0.00 | 19.99 | 19.88 | 19.48 | SDSSVCV | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1617+1810A | 16:17:52.277 | +18:10:32.09 | 4073-0605-55663 | SDSSJ1618+1816B | 16:18:19.962 | +18:16:05.12 | 2968-0025-54585 |  2.248 |  1.984 | 516.2 | 13377.65 | -1.00 |      0. | 19.18 |  0.00 |  0.00 |  0.00 | 18.90 | 18.76 | 18.33 | 19.70 |  0.00 |  0.00 |  0.00 | 19.56 | 19.47 | 19.34 | SDSSBOSSKDEVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1617+1433A | 16:17:59.240 | +14:33:26.72 | 4070-0942-55681 | SDSSJ1617+1438B | 16:17:37.107 | +14:38:28.85 | 2198-0197-53918 |  2.903 |  2.560 | 441.0 | 13116.95 | -1.00 |      0. | 19.97 |  0.00 |  0.00 |  0.00 | 19.50 | 19.59 | 19.52 | 19.41 | 17.42 | 17.35 | 17.45 | 18.93 | 18.90 | 18.55 | SDSSBOSSALLBOSS | SDSS
BOSSJ1618+2226A | 16:18:14.404 | +22:26:10.82 | 3928-0024-55331 | SDSSJ1618+2225B | 16:18:05.893 | +22:25:39.58 | 1657-0047-53520 |  2.460 |  2.137 | 122.0 | 3299.219 | -1.00 |     14. | 21.70 |  0.00 |  0.00 |  0.00 | 21.20 | 21.14 | 20.76 | 19.23 |  0.00 |  0.00 |  0.00 | 18.93 | 18.76 | 18.46 | BOSS | SDSSXDQSOZVCV
BOSSJ1618+2122A | 16:18:23.608 | +21:22:16.08 | 4057-0763-55357 | BOSSJ1618+2132B | 16:18:36.568 | +21:32:22.54 | 4057-0760-55357 |  2.351 |  2.189 | 632.8 | 17332.51 | -1.00 |      0. | 20.40 |  0.00 |  0.00 |  0.00 | 19.98 | 19.88 | 19.48 | 19.19 |  0.00 |  0.00 |  0.00 | 18.87 | 18.71 | 18.29 | SDSSBOSSKDEALLBOSS | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ1618+1701A | 16:18:23.740 | +17:01:53.73 | 4073-0384-55663 | BOSSJ1619+1658B | 16:19:01.278 | +16:58:47.92 | 4073-0352-55663 |  2.797 |  2.326 | 569.6 | 16119.66 | -1.00 |      0. | 19.44 |  0.00 |  0.00 |  0.00 | 19.00 | 19.11 | 19.04 | 19.51 |  0.00 |  0.00 |  0.00 | 19.17 | 19.05 | 18.65 | SDSSBOSSKDEALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1619+1910A | 16:19:03.089 | +19:10:34.66 | 4069-0964-55365 | BOSSJ1619+1901B | 16:19:18.220 | +19:01:44.42 | 4069-1000-55365 |  2.379 |  2.244 | 571.9 | 15877.84 | -1.00 |      0. | 18.78 |  0.00 |  0.00 |  0.00 | 18.38 | 18.29 | 17.89 | 20.29 |  0.00 |  0.00 |  0.00 | 19.98 | 19.84 | 19.42 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ1619+1910A | 16:19:03.089 | +19:10:34.66 | 4069-0964-55365 | BOSSJ1619+1914B | 16:19:46.461 | +19:14:08.11 | 4060-0569-55359 |  2.379 |  2.267 | 650.4 | 18154.17 | -1.00 |      0. | 18.78 |  0.00 |  0.00 |  0.00 | 18.38 | 18.29 | 17.89 | 20.22 |  0.00 |  0.00 |  0.00 | 19.90 | 19.77 | 19.35 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ1619+2111A | 16:19:07.544 | +21:11:14.38 | 4057-0812-55357 | SDSSJ1619+2103B | 16:19:50.837 | +21:03:36.80 | 1853-0110-53566 |  2.431 |  1.991 | 759.1 | 19715.57 | -1.00 |      0. | 18.24 |  0.00 |  0.00 |  0.00 | 17.78 | 17.72 | 17.33 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEVCV
BOSSJ1619+1901A | 16:19:18.220 | +19:01:44.42 | 4069-1000-55365 | BOSSJ1619+1855B | 16:19:44.067 | +18:55:38.28 | 4060-0466-55359 |  2.244 |  2.185 | 518.1 | 14177.15 | -1.00 |      0. | 20.29 |  0.00 |  0.00 |  0.00 | 19.98 | 19.84 | 19.42 | 19.40 |  0.00 |  0.00 |  0.00 | 19.13 | 18.97 | 18.55 | SDSSBOSSKDEXDQSOZALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1619+2835A | 16:19:22.359 | +28:35:52.23 | 5007-0342-55710 | BOSSJ1620+2834B | 16:20:10.938 | +28:34:10.79 | 5007-0302-55710 |  2.521 |  2.181 | 647.8 | 17705.90 | -1.00 |      0. | 20.29 |  0.00 |  0.00 |  0.00 | 19.83 | 19.78 | 19.42 | 19.48 |  0.00 |  0.00 |  0.00 | 19.23 | 19.07 | 18.65 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1619+1709A | 16:19:22.487 | +17:09:19.83 | 4073-0351-55663 | BOSSJ1619+1658B | 16:19:01.278 | +16:58:47.92 | 4073-0352-55663 |  2.534 |  2.326 | 701.2 | 19846.36 | -1.00 |      0. | 18.80 |  0.00 |  0.00 |  0.00 | 18.34 | 18.30 | 17.94 | 19.51 |  0.00 |  0.00 |  0.00 | 19.17 | 19.05 | 18.65 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1619+1851A | 16:19:30.291 | +18:51:46.26 | 4060-0462-55359 | BOSSJ1619+1901B | 16:19:18.220 | +19:01:44.42 | 4069-1000-55365 |  2.529 |  2.244 | 622.1 | 17271.90 | -1.00 |      0. | 18.41 |  0.00 |  0.00 |  0.00 | 17.93 | 17.89 | 17.53 | 20.29 |  0.00 |  0.00 |  0.00 | 19.98 | 19.84 | 19.42 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ1619+1851A | 16:19:30.291 | +18:51:46.26 | 4060-0462-55359 | BOSSJ1619+1855B | 16:19:44.067 | +18:55:38.28 | 4060-0466-55359 |  2.529 |  2.185 | 303.4 | 8301.540 | -1.00 |      2. | 18.41 |  0.00 |  0.00 |  0.00 | 17.93 | 17.89 | 17.53 | 19.40 |  0.00 |  0.00 |  0.00 | 19.13 | 18.97 | 18.55 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1619+1851A | 16:19:30.291 | +18:51:46.26 | 4060-0462-55359 | SDSSJ1620+1852B | 16:20:22.615 | +18:52:29.01 | 2969-0564-54586 |  2.529 |  2.103 | 743.9 | 19926.58 | -1.00 |      0. | 18.41 |  0.00 |  0.00 |  0.00 | 17.93 | 17.89 | 17.53 | 19.69 |  0.00 |  0.00 |  0.00 | 19.49 | 19.31 | 19.16 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ1619+1346A | 16:19:39.641 | +13:46:36.35 | 4067-0596-55361 | BOSSJ1619+1351B | 16:19:15.625 | +13:51:48.07 | 4067-0543-55361 |  3.225 |  2.903 | 468.5 | 14819.79 | -1.00 |      1. | 19.87 |  0.00 |  0.00 |  0.00 | 19.27 | 19.39 | 19.25 | 19.81 |  0.00 |  0.00 |  0.00 | 19.31 | 19.41 | 19.34 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEVCVALLBOSS
BOSSJ1619+1855A | 16:19:44.067 | +18:55:38.28 | 4060-0466-55359 | SDSSJ1620+1852B | 16:20:22.615 | +18:52:29.01 | 2969-0564-54586 |  2.185 |  2.103 | 578.8 | 15505.34 | -1.00 |      0. | 19.40 |  0.00 |  0.00 |  0.00 | 19.13 | 18.97 | 18.55 | 19.69 |  0.00 |  0.00 |  0.00 | 19.49 | 19.31 | 19.16 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ1620+1345A | 16:20:05.352 | +13:45:48.27 | 4067-0590-55361 | SDSSJ1620+1339B | 16:20:29.565 | +13:39:38.95 | 2530-0405-53881 |  2.359 |  1.869 | 510.7 | 12785.60 | -1.00 |      0. | 21.11 |  0.00 |  0.00 |  0.00 | 20.70 | 20.60 | 20.20 | 19.89 |  0.00 |  0.00 |  0.00 | 19.74 | 19.68 | 19.55 | MMT-DLA | SDSSKDEXDQSOZVCV
BOSSJ1620+1345A | 16:20:05.352 | +13:45:48.27 | 4067-0590-55361 | BOSSJ1620+1337B | 16:20:36.821 | +13:37:35.24 | 4070-0990-55681 |  2.359 |  2.299 | 673.3 | 18937.94 | -1.00 |      0. | 21.11 |  0.00 |  0.00 |  0.00 | 20.70 | 20.60 | 20.20 | 19.20 |  0.00 |  0.00 |  0.00 | 18.82 | 18.70 | 18.29 | MMT-DLA | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ1620+1345A | 16:20:05.352 | +13:45:48.27 | 4067-0590-55361 | SDSSJ1620+1348B | 16:20:53.904 | +13:48:19.52 | 2530-0407-53881 |  2.359 |  2.004 | 723.3 | 18855.62 | -1.00 |      0. | 21.11 |  0.00 |  0.00 |  0.00 | 20.70 | 20.60 | 20.20 | 20.05 |  0.00 |  0.00 |  0.00 | 19.88 | 19.78 | 19.66 | MMT-DLA | SDSSKDEXDQSOZ
BOSSJ1620+3954A | 16:20:06.834 | +39:54:03.83 | 5189-0930-56074 | BOSSJ1620+3952B | 16:20:25.779 | +39:52:49.65 | 5189-0936-56074 |  2.009 |  1.960 | 230.3 | 5926.831 | -1.00 |      2. | 19.25 |  0.00 |  0.00 |  0.00 | 19.17 | 19.07 | 18.95 | 18.94 |  0.00 |  0.00 |  0.00 | 18.89 | 18.80 | 18.67 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ1620+1345A | 16:20:07.535 | +13:45:51.30 | 4070-0988-55681 | BOSSJ1620+1345B | 16:20:05.352 | +13:45:48.27 | 4067-0590-55361 |  2.397 |  2.359 | 31.95 |  910.906 | -1.00 |     47. | 19.64 |  0.00 |  0.00 |  0.00 | 19.20 | 19.12 | 18.72 | 21.11 |  0.00 |  0.00 |  0.00 | 20.70 | 20.60 | 20.20 | MMT-DLA | MMT-DLA
BOSSJ1620+1345A | 16:20:07.535 | +13:45:51.30 | 4070-0988-55681 | SDSSJ1620+1339B | 16:20:29.565 | +13:39:38.95 | 2530-0405-53881 |  2.397 |  1.869 | 491.6 | 12306.36 | -1.00 |      0. | 19.64 |  0.00 |  0.00 |  0.00 | 19.20 | 19.12 | 18.72 | 19.89 |  0.00 |  0.00 |  0.00 | 19.74 | 19.68 | 19.55 | MMT-DLA | SDSSKDEXDQSOZVCV
BOSSJ1620+1345A | 16:20:07.535 | +13:45:51.30 | 4070-0988-55681 | BOSSJ1620+1337B | 16:20:36.821 | +13:37:35.24 | 4070-0990-55681 |  2.397 |  2.299 | 654.4 | 18404.69 | -1.00 |      0. | 19.64 |  0.00 |  0.00 |  0.00 | 19.20 | 19.12 | 18.72 | 19.20 |  0.00 |  0.00 |  0.00 | 18.82 | 18.70 | 18.29 | MMT-DLA | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ1620+1345A | 16:20:07.535 | +13:45:51.30 | 4070-0988-55681 | SDSSJ1620+1348B | 16:20:53.904 | +13:48:19.52 | 2530-0407-53881 |  2.397 |  2.004 | 691.5 | 18028.62 | -1.00 |      0. | 19.64 |  0.00 |  0.00 |  0.00 | 19.20 | 19.12 | 18.72 | 20.05 |  0.00 |  0.00 |  0.00 | 19.88 | 19.78 | 19.66 | MMT-DLA | SDSSKDEXDQSOZ
BOSSJ1620+0626A | 16:20:12.484 | +06:26:24.96 | 4896-0096-55712 | BOSSJ1620+0624B | 16:20:07.314 | +06:24:16.96 | 4896-0122-55712 |  2.215 |  1.967 | 149.4 | 3852.589 | -1.00 |      0. | 20.58 |  0.00 |  0.00 |  0.00 | 20.27 | 20.13 | 19.70 | 21.96 |  0.00 |  0.00 |  0.00 | 21.80 | 21.72 | 21.58 | BOSS | BOSS
BOSSJ1620+5039A | 16:20:12.820 | +50:39:14.71 | 6316-0940-56483 | BOSSJ1620+5049B | 16:20:33.501 | +50:49:26.74 | 6313-0416-56460 |  2.182 |  1.953 | 642.7 | 16504.71 | -1.00 |      0. | 24.36 |  0.00 |  0.00 |  0.00 | 24.21 | 24.05 | 23.63 | 19.62 |  0.00 |  0.00 |  0.00 | 19.54 | 19.46 | 19.32 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1620+1337A | 16:20:36.821 | +13:37:35.24 | 4070-0990-55681 | SDSSJ1620+1348B | 16:20:53.904 | +13:48:19.52 | 2530-0407-53881 |  2.299 |  2.004 | 690.7 | 18005.86 | -1.00 |      0. | 19.20 |  0.00 |  0.00 |  0.00 | 18.82 | 18.70 | 18.29 | 20.05 |  0.00 |  0.00 |  0.00 | 19.88 | 19.78 | 19.66 | SDSSBOSSKDEXDQSOZALLBOSS | SDSSKDEXDQSOZ
BOSSJ1620+1848A | 16:20:56.968 | +18:48:42.31 | 4060-0426-55359 | SDSSJ1620+1852B | 16:20:22.615 | +18:52:29.01 | 2969-0564-54586 |  2.283 |  2.103 | 537.7 | 14405.27 | -1.00 |      0. | 18.11 |  0.00 |  0.00 |  0.00 | 17.78 | 17.65 | 17.24 | 19.69 |  0.00 |  0.00 |  0.00 | 19.49 | 19.31 | 19.16 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZ
SDSSJ1620+1039A | 16:20:58.517 | +10:39:05.48 | 2531-0233-54572 | SDSSJ1620+1042B | 16:20:35.871 | +10:42:44.19 | 2531-0238-54572 |  2.658 |  2.126 | 399.0 | 10753.67 | -1.00 |      1. | 18.39 |  0.00 |  0.00 |  0.00 | 17.90 | 17.94 | 17.86 | 19.14 |  0.00 |  0.00 |  0.00 | 18.90 | 18.72 | 18.47 | SDSSVCV | SDSSKDEXDQSOZ
BOSSJ1621+0819A | 16:21:19.222 | +08:19:50.79 | 5212-0652-56016 | BOSSJ1621+0821B | 16:21:13.223 | +08:21:52.16 | 5212-0646-56016 |  2.612 |  2.396 | 150.5 | 4327.175 | -1.00 |     14. | 19.41 |  0.00 |  0.00 |  0.00 | 18.91 | 18.92 | 18.68 | 19.04 |  0.00 |  0.00 |  0.00 | 18.61 | 18.53 | 18.14 | SDSSBOSSKDEXDQSOZALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1621+2005A | 16:21:36.252 | +20:05:25.83 | 4060-0632-55359 | SDSSJ1621+2015B | 16:21:05.081 | +20:15:42.36 | 1853-0008-53566 |  2.300 |  1.990 | 756.7 | 19648.94 | -1.00 |      0. | 20.25 |  0.00 |  0.00 |  0.00 | 19.89 | 19.77 | 19.36 | 19.00 |  0.00 |  0.00 |  0.00 | 18.83 | 18.74 | 18.61 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZVCV
